imdb_title_id,title,language,genre,director,top1000_voters_rating
tt8080648,Ring of Silence,English,Drama,Nicole Bowers Wallace,10
tt5664196,Nocturnal,English,Drama,Nathalie Biancheri,10
tt6175402,Feedback,English,"Comedy, Drama, Thriller",Derek Owen,10
tt3889450,American Sharia,English,"Comedy, Drama",Omar Regan,10
tt10012964,IRIS: A Space Opera by Justice,English,Music,AndrÌ© Chemetoff,10
tt0330695,Never Among Friends,English,"Comedy, Drama, Romance",Jason Allentoff,10
tt0300115,Leela,English,"Drama, Romance",Somnath Sen,9
tt3312838,Looking for Lions,English,"Crime, Drama, Thriller",Bradley W. Ragland,9
tt3958748,RiffTrax Live: Godzilla,English,Comedy,,9
tt2196746,C.O.O.L.I.O Time Travel Gangster,English,"Action, Sci-Fi",Paul J. Lane,9
tt9509866,The Guy Who Didn't Like Musicals,English,"Comedy, Musical",Nick Lang,9
tt10160742,NT Live: Cyrano de Bergerac,English,"Drama, Romance",Jamie Lloyd,9
tt11164090,The Moving on Phase,English,Comedy,Don Tjernagel,9
tt0111161,Le ali della libertÌÊ,English,Drama,Frank Darabont,8.9
tt0376633,Guy in Row Five,English,Comedy,"Jonathon E. Stewart, Phil Thurman",8.8
tt8832158,Poeta,English,"Comedy, Drama, Romance",Jeral Clyde II,8.7
tt1980218,Putzel,English,"Comedy, Drama, Romance",Jason Chaet,8.6
tt0080684,L'Impero colpisce ancora,English,"Action, Adventure, Fantasy",Irvin Kershner,8.6
tt3311146,National Theatre Live: This House,English,"Comedy, Drama","Jeremy Herrin, Tim Van Someren",8.6
tt5226844,Branagh Theatre Live: The Winter's Tale,English,Drama,"Rob Ashford, Kenneth Branagh",8.6
tt5094390,National Theatre Live: Man and Superman,English,"Comedy, Drama",Simon Godwin,8.5
tt9179096,Minamata,English,Drama,Andrew Levitas,8.5
tt0088763,Ritorno al futuro,English,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,8.5
tt10449460,Romang,English,"Drama, Romance",Chang-Geun Lee,8.5
tt0114369,Seven,English,"Crime, Drama, Mystery",David Fincher,8.5
tt1609481,Blue Collar Boys,English,Action,Mark Nistico,8.5
tt0081505,Shining,English,"Drama, Horror",Stanley Kubrick,8.4
tt3958790,RiffTrax Live: Anaconda,English,Comedy,,8.4
tt4746216,Pope,English,"Crime, Drama",Dwight White,8.4
tt5371266,Callback,English,"Drama, Thriller",Carles Torras,8.4
tt6847810,National Theatre Live: Angels in America Part Two - Perestroika,English,Drama,Marianne Elliott,8.4
tt7122350,National Theatre Live: Follies,English,Musical,Tim Van Someren,8.4
tt0133093,Matrix,English,"Action, Sci-Fi","Lana Wachowski, Lilly Wachowski",8.4
tt0137523,Fight Club,English,Drama,David Fincher,8.3
tt3352168,Z-Listers,English,"Comedy, Drama",Kris Smith,8.3
tt0105695,Gli spietati,English,"Drama, Western",Clint Eastwood,8.3
tt0109830,Forrest Gump,English,"Drama, Romance",Robert Zemeckis,8.3
tt0090605,Aliens - Scontro finale,English,"Action, Adventure, Sci-Fi",James Cameron,8.3
tt9382224,National Theatre Live: All My Sons,English,Drama,Jeremy Herrin,8.3
tt9638084,National Theatre Live: Small Island,English,Drama,"Tony Grech-Smith, Rufus Norris",8.3
tt6316170,George Takei's Allegiance,English,Musical,Lorenzo Thione,8.3
tt10612148,Empty Spaces,English,Drama,Evan Snyder,8.3
tt0910970,WALLåáE,English,"Animation, Adventure, Family",Andrew Stanton,8.2
tt0119488,L.A. Confidential,English,"Crime, Drama, Mystery",Curtis Hanson,8.2
tt2938376,The Secret Princess,English,Animation,Segun Williams,8.2
tt4861048,411,English,Action,Valentine,8.2
tt4593236,The Radiant One,English,"Drama, Mystery, Thriller",Kristopher Dolphin,8.1
tt6846134,National Theatre Live: Amadeus,English,Musical,"Michael Longhurst, Tim Van Someren",8.1
tt0114709,Toy Story - Il mondo dei giocattoli,English,"Animation, Adventure, Comedy",John Lasseter,8.1
tt0116282,Fargo,English,"Crime, Drama, Thriller","Joel Coen, Ethan Coen",8.1
tt0172495,Il gladiatore,English,"Action, Adventure, Drama",Ridley Scott,8.1
tt0086190,Il ritorno dello Jedi,English,"Action, Adventure, Fantasy",Richard Marquand,8.1
tt0209144,Memento,English,"Mystery, Thriller",Christopher Nolan,8.1
tt0105236,Le iene,English,"Crime, Drama, Thriller",Quentin Tarantino,8.1
tt3912442,A Night Without Armor,English,"Drama, Romance",Steven Alexander,8.1
tt3135074,Mr. Rudolpho's Jubilee,English,"Comedy, Music, Musical",Michael Glover,8
tt3305388,Mountain Top,English,"Drama, Family, Mystery",Gary Wheeler,8
tt3840898,The Tempest,English,"Comedy, Drama","Jeremy Herrin, Ian Russell",8
tt3922678,How Not to Work & Claim Benefits: (and Other Useful Information for Wasters),English,"Comedy, Drama",Patrick McConnell,8
tt3968088,"Sophie Gold, the Diary of a Gold Digger",English,Drama,Carol Botar,8
tt4074180,Shakespeare's Globe: A Midsummer Night's Dream,English,Comedy,Dominic Dromgoole,8
tt0261877,One Life Stand,English,Drama,May Miles Thomas,8
tt0291971,Hacks,English,Comedy,Glenn Rockowitz,8
tt0120382,The Truman Show,English,"Comedy, Drama, Sci-Fi",Peter Weir,8
tt0169547,American Beauty,English,Drama,Sam Mendes,8
tt1823197,Scumbus,English,Comedy,Luke Tierney,8
tt5591278,Yerma: Barren,English,Drama,Emilio Ruiz Barrachina,8
tt6840904,Monster,English,Horror,Matt Shaw,8
tt6922018,Harry Styles: Behind the Album,English,Biography,Paul Dugdale,8
tt0816692,Interstellar,English,"Adventure, Drama, Sci-Fi",Christopher Nolan,8
tt11685322,Sweet Thing,English,Drama,Alexandre Rockwell,8
tt2799596,Rites of Passage,English,Drama,"Phillip Crawford, Mary Callaghan",8
tt0379351,Lesbo-A-Go-Go,English,Drama,Andrew Leavold,8
tt0482571,The Prestige,English,"Drama, Mystery, Sci-Fi",Christopher Nolan,8
tt8241876,5th Borough,English,Crime,Steve Stanulis,8
tt8636690,Making Time,English,"Adventure, Romance",Grant Pichla,8
tt8672520,National Theatre Live: The Madness of George III,English,Drama,"Adam Penford, Matt Woodward",8
tt7286456,Joker,English,"Crime, Drama, Thriller",Todd Phillips,7.9
tt9055926,National Theatre Live: King Lear,English,Drama,Jonathan Munby,7.9
tt1049413,Up,English,"Animation, Adventure, Comedy","Pete Docter, Bob Peterson",7.9
tt0120586,American History X,English,Drama,Tony Kaye,7.9
tt0198781,Monsters & Co.,English,"Animation, Adventure, Comedy","Pete Docter, David Silverman",7.9
tt6515568,National Theatre Live: The Deep Blue Sea,English,Drama,"Matthew Amos, Carrie Cracknell",7.9
tt0081398,Toro scatenato,English,"Biography, Drama, Sport",Martin Scorsese,7.9
tt0083866,E.T. - L'extra-terrestre,English,"Family, Sci-Fi",Steven Spielberg,7.9
tt0094226,The Untouchables - Gli intoccabili,English,"Crime, Drama, Thriller",Brian De Palma,7.9
tt0112641,CasinÌ?,English,"Crime, Drama",Martin Scorsese,7.9
tt0099487,Edward mani di forbice,English,"Drama, Fantasy, Romance",Tim Burton,7.8
tt4607906,Romantic Schemer,English,Romance,Valentine,7.8
tt5440848,Bugs Bunny: Looney Tunes Cartoons 1942-1943 - Golden-Era Collection,English,Animation,,7.8
tt6203902,National Theatre Live: A View from the Bridge,English,Drama,Ivo van Hove,7.8
tt6672082,Requiem for a Fighter,English,Drama,Danny Patrick,7.8
tt6890656,If Something Happens,English,Mystery,Rajiv Whabi,7.8
tt3072778,Dearest Jane,English,"Drama, Romance",John Lerchen,7.8
tt3228994,Straight Outta Oakland,English,Drama,Marcus D. Spencer,7.8
tt4154756,Avengers: Infinity War,English,"Action, Adventure, Sci-Fi","Anthony Russo, Joe Russo",7.8
tt4156348,The Crucible,English,Drama,YaÌÇl Farber,7.8
tt7972040,"My Friend, Tucker",English,"Comedy, Drama",Clarence Williams IV,7.8
tt0266543,Alla ricerca di Nemo,English,"Animation, Adventure, Comedy","Andrew Stanton, Lee Unkrich",7.8
tt1504320,Il discorso del re,English,"Biography, Drama, History",Tom Hooper,7.8
tt0087332,Ghostbusters (Acchiappafantasmi),English,"Action, Comedy, Fantasy",Ivan Reitman,7.8
tt0092005,Stand by Me - Ricordo di un'estate,English,"Adventure, Drama",Rob Reiner,7.8
tt0401792,Sin City,English,"Crime, Thriller","Frank Miller, Quentin Tarantino",7.8
tt2582802,Whiplash,English,"Drama, Music",Damien Chazelle,7.8
tt2736074,Of Good Report,English,"Drama, Thriller",Jahmil X.T. Qubeka,7.8
tt2015381,Guardiani della Galassia,English,"Action, Adventure, Comedy",James Gunn,7.7
tt2190796,Made in Belfast,English,Drama,Paul Kennedy,7.7
tt2267998,L'amore bugiardo - Gone Girl,English,"Drama, Mystery, Thriller",David Fincher,7.7
tt2567688,Johnny Walker,English,"Comedy, Drama","Kris De Meester, Anton Scholten",7.7
tt0325980,La maledizione della prima luna,English,"Action, Adventure, Fantasy",Gore Verbinski,7.7
tt0327056,Mystic River,English,"Crime, Drama, Mystery",Clint Eastwood,7.7
tt4759902,Set Me Free: Vol. II,English,"Crime, Drama, Mystery",Kris Smith,7.7
tt5027774,"Tre manifesti a Ebbing, Missouri",English,"Comedy, Crime, Drama",Martin McDonagh,7.7
tt10384504,Present Laughter,English,Comedy,Matthew Warchus,7.7
tt0103639,Aladdin,English,"Animation, Adventure, Comedy","Ron Clements, John Musker",7.7
tt0109707,Ed Wood,English,"Biography, Comedy, Drama",Tim Burton,7.7
tt8923800,The Bachelor Party,English,Comedy,Tremain Hayhoe,7.7
tt0119217,Will Hunting - Genio ribelle,English,"Drama, Romance",Gus Van Sant,7.7
tt2872718,Lo sciacallo - Nightcrawler,English,"Crime, Drama, Thriller",Dan Gilroy,7.7
tt2948356,Zootropolis,English,"Animation, Adventure, Comedy","Byron Howard, Rich Moore",7.7
tt0434409,V per Vendetta,English,"Action, Drama, Sci-Fi",James McTeigue,7.7
tt0443706,Zodiac,English,"Crime, Drama, Mystery",David Fincher,7.7
tt1723122,All You Can Dream,English,"Comedy, Drama, Family",Valerio Zanoli,7.7
tt1895587,Il caso Spotlight,English,"Biography, Crime, Drama",Tom McCarthy,7.7
tt0083987,Gandhi,English,"Biography, Drama, History",Richard Attenborough,7.7
tt0093409,Arma letale,English,"Action, Crime, Thriller",Richard Donner,7.7
tt0096438,Chi ha incastrato Roger Rabbit,English,"Animation, Adventure, Comedy","Robert Zemeckis, Richard Williams",7.7
tt0080339,L'aereo piÌ? pazzo del mondo,English,Comedy,"Jim Abrahams, David Zucker",7.6
tt0093779,La storia fantastica,English,"Adventure, Family, Fantasy",Rob Reiner,7.6
tt0093870,RoboCop,English,"Action, Crime, Sci-Fi",Paul Verhoeven,7.6
tt0095647,Mississippi Burning - Le radici dell'odio,English,"Crime, Drama, History",Alan Parker,7.6
tt0096874,Ritorno al futuro - Parte II,English,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,7.6
tt0120025,Road to Nhill,English,Comedy,Sue Brooks,7.6
tt0126029,Shrek,English,"Animation, Adventure, Comedy","Andrew Adamson, Vicky Jenson",7.6
tt0166896,Una storia vera,English,"Biography, Drama",David Lynch,7.6
tt5601792,The Meanest Man in Texas,English,"Biography, Drama, History",Justin Ward,7.6
tt5696110,RiffTrax Live: Time Chasers,English,Sci-Fi,David Giancola,7.6
tt6705140,National Theatre Live: Hedda Gabler,English,Drama,"Ivo van Hove, Nick Wickham",7.6
tt6846530,National Theatre Live: Edward Albee's Who's Afraid of Virginia Woolf?,English,Drama,James MacDonald,7.6
tt2024544,12 anni schiavo,English,"Biography, Drama, History",Steve McQueen,7.6
tt2096673,Inside Out,English,"Animation, Adventure, Comedy","Pete Docter, Ronnie Del Carmen",7.6
tt2520578,Mike Case in: The Big Kiss Off,English,Comedy,Justin Baird,7.6
tt0180093,Requiem for a Dream,English,Drama,Darren Aronofsky,7.6
tt0246578,Donnie Darko,English,"Drama, Mystery, Sci-Fi",Richard Kelly,7.6
tt0268978,A Beautiful Mind,English,"Biography, Drama",Ron Howard,7.6
tt0338013,Se mi lasci ti cancello,English,"Drama, Romance, Sci-Fi",Michel Gondry,7.6
tt11166002,Stanley Stanton,English,Drama,Mars McCracken,7.6
tt1125849,The Wrestler,English,"Drama, Sport",Darren Aronofsky,7.6
tt0100157,Misery non deve morire,English,"Drama, Thriller",Rob Reiner,7.6
tt0100802,Atto di forza,English,"Action, Sci-Fi, Thriller",Paul Verhoeven,7.6
tt0107207,Nel nome del padre,English,"Biography, Drama",Jim Sheridan,7.6
tt0107688,Nightmare Before Christmas,English,"Animation, Family, Fantasy",Henry Selick,7.6
tt1392214,Prisoners,English,"Crime, Drama, Mystery",Denis Villeneuve,7.6
tt3862176,Back to School Mom,English,Drama,Christopher Erskin,7.6
tt4227032,SBK: The Movie,English,Comedy,Aaron Re,7.6
tt0415739,"Dee Dee, una donna controcorrente",English,Comedy,Mike Meiners,7.6
tt0772175,Jersey Justice,English,"Action, Thriller",John Charles Hunt,7.6
tt0365748,L'alba dei morti dementi,English,"Comedy, Horror",Edgar Wright,7.5
tt0399146,A History of Violence,English,"Drama, Thriller",David Cronenberg,7.5
tt0439043,White Noise,English,Drama,Vinta Nanda,7.5
tt0780536,In Bruges - La coscienza dell'assassino,English,"Comedy, Crime, Drama",Martin McDonagh,7.5
tt0796366,Star Trek,English,"Action, Adventure, Sci-Fi",J.J. Abrams,7.5
tt0824747,Changeling,English,"Biography, Crime, Drama",Clint Eastwood,7.5
tt0892769,Dragon Trainer,English,"Animation, Action, Adventure","Dean DeBlois, Chris Sanders",7.5
tt0903624,Lo Hobbit - Un viaggio inaspettato,English,"Adventure, Fantasy",Peter Jackson,7.5
tt10442108,Kinky Boots: The Musical,English,Musical,"Jerry Mitchell, Brett Sullivan",7.5
tt1170358,The Hobbit: The Desolation of Smaug,English,"Adventure, Fantasy",Peter Jackson,7.5
tt4532280,Fat Chance,English,"Comedy, Drama, Romance",Micah Caronna,7.5
tt0080455,The Blues Brothers - I fratelli Blues,English,"Adventure, Comedy, Crime",John Landis,7.5
tt0082694,Interceptor - Il guerriero della strada,English,"Action, Adventure, Sci-Fi",George Miller,7.5
tt0083944,Rambo,English,"Action, Adventure",Ted Kotcheff,7.5
tt0088847,Breakfast Club,English,"Comedy, Drama",John Hughes,7.5
tt0090756,Velluto blu,English,"Drama, Mystery, Thriller",David Lynch,7.5
tt0117666,Lama tagliente,English,Drama,Billy Bob Thornton,7.5
tt0117951,Trainspotting,English,Drama,Danny Boyle,7.5
tt0118749,Boogie Nights - L'altra Hollywood,English,Drama,Paul Thomas Anderson,7.5
tt0119396,Jackie Brown,English,"Crime, Drama, Thriller",Quentin Tarantino,7.5
tt0119822,Qualcosa Ì¬ cambiato,English,"Comedy, Drama, Romance",James L. Brooks,7.5
tt0145487,Spider-Man,English,"Action, Adventure, Sci-Fi",Sam Raimi,7.5
tt0193506,Sign of the Times,English,Comedy,"Tomas Herrera, Brian McCulley",7.5
tt0230600,The Others,English,"Horror, Mystery, Thriller",Alejandro AmenÌÁbar,7.5
tt0257044,Era mio padre,English,"Crime, Drama, Thriller",Sam Mendes,7.5
tt7474562,Jeff Lynne's ELO: Wembley or Bust,English,Music,Paul Dugdale,7.5
tt8679574,Huckleberry,English,"Drama, Thriller",Roger Hill,7.5
tt1979376,Toy Story 4,English,"Animation, Adventure, Comedy",Josh Cooley,7.5
tt2404940,Blessid,English,Drama,Rob Fitz,7.5
tt2488496,Star Wars - Il risveglio della Forza,English,"Action, Adventure, Sci-Fi",J.J. Abrams,7.5
tt2583192,Lucid,English,"Drama, Horror, Thriller",P.J. Woodside,7.5
tt2911214,Seahorses,English,"Drama, Romance",Jason Kartalian,7.5
tt3014454,Hunter,English,"Action, Drama",Gregory Hatanaka,7.5
tt3515284,Teenage Kung Fu Cottontails,English,Fantasy,"Juillei Jonz Aka Hollywill, Juillei Jonz Aka Hollywill",7.5
tt3748528,Rogue One: A Star Wars Story,English,"Action, Adventure, Sci-Fi",Gareth Edwards,7.5
tt3764198,Hibiscus,English,"Comedy, Drama, Fantasy",Tawan Bazemore,7.5
tt3967356,National Theatre Live: Skylight,English,Drama,Robin Lough,7.5
tt0097441,Glory - Uomini di gloria,English,"Biography, Drama, History",Edward Zwick,7.5
tt1431045,Deadpool,English,"Action, Adventure, Comedy",Tim Miller,7.5
tt1508669,Hopeful Notes,English,Drama,Valerio Zanoli,7.5
tt1522156,Mark of Love,English,"Comedy, Romance",Brett Simmons,7.5
tt1631867,Edge of Tomorrow - Senza domani,English,"Action, Adventure, Sci-Fi",Doug Liman,7.5
tt1403865,Il Grinta,English,"Drama, Western","Ethan Coen, Joel Coen",7.4
tt1798709,Lei,English,"Drama, Romance, Sci-Fi",Spike Jonze,7.4
tt8503618,Hamilton,English,"Biography, Drama, History",Thomas Kail,7.4
tt4476736,Amleto,English,Drama,Robin Lough,7.4
tt5116302,Togo - Una grande amicizia,English,"Adventure, Biography, Drama",Ericson Core,7.4
tt6845728,National Theatre Live: Rosencrantz & Guildenstern Are Dead,English,"Comedy, Drama","David Leveaux, Tim Van Someren",7.4
tt0360798,Tom White,English,Drama,Alkinos Tsilimidos,7.4
tt0425112,Hot Fuzz,English,"Action, Comedy, Mystery",Edgar Wright,7.4
tt0470752,Ex Machina,English,"Drama, Sci-Fi, Thriller",Alex Garland,7.4
tt0964517,The Fighter,English,"Biography, Drama, Sport",David O. Russell,7.4
tt10384514,A Midsummer Night's Dream,English,"Comedy, Drama, Romance","Nicholas Hytner, Ross MacGibbon",7.4
tt1201607,Harry Potter e i Doni della Morte - Parte 2,English,"Adventure, Drama, Fantasy",David Yates,7.4
tt0304141,Harry Potter e il prigioniero di Azkaban,English,"Adventure, Family, Fantasy",Alfonso CuarÌ?n,7.4
tt0338751,The Aviator,English,"Biography, Drama",Martin Scorsese,7.4
tt0084726,Star Trek II - L'ira di Khan,English,"Action, Adventure, Sci-Fi",Nicholas Meyer,7.4
tt0084855,Il verdetto,English,Drama,Sidney Lumet,7.4
tt0087800,Nightmare - Dal profondo della notte,English,Horror,Wes Craven,7.4
tt0089853,La rosa purpurea del Cairo,English,"Comedy, Fantasy, Romance",Woody Allen,7.4
tt0091064,La mosca,English,"Drama, Horror, Sci-Fi",David Cronenberg,7.4
tt0094721,Beetlejuice - Spiritello porcello,English,"Comedy, Fantasy",Tim Burton,7.4
tt0095705,Una pallottola spuntata,English,"Comedy, Crime",David Zucker,7.4
tt0118929,Dark City,English,"Mystery, Sci-Fi, Thriller",Alex Proyas,7.4
tt0120601,Essere John Malkovich,English,"Comedy, Drama, Fantasy",Spike Jonze,7.4
tt0120903,X-Men,English,"Action, Adventure, Sci-Fi",Bryan Singer,7.4
tt0129167,Il gigante di ferro,English,"Animation, Action, Adventure",Brad Bird,7.4
tt0151804,Impiegati... male!,English,Comedy,Mike Judge,7.4
tt0099077,Risvegli,English,"Biography, Drama",Penny Marshall,7.4
tt0111257,Speed,English,"Action, Adventure, Thriller",Jan de Bont,7.4
tt2245084,Big Hero 6,English,"Animation, Action, Adventure","Don Hall, Chris Williams",7.4
tt2582782,Hell or High Water,English,"Action, Crime, Drama",David Mackenzie,7.4
tt3071054,A Dark Rome,English,Thriller,Andres Rafael Zabala,7.4
tt3170832,Room,English,"Drama, Thriller",Lenny Abrahamson,7.4
tt3501632,Thor: Ragnarok,English,"Action, Adventure, Comedy",Taika Waititi,7.4
tt3896198,Guardiani della Galassia Vol. 2,English,"Action, Adventure, Comedy",James Gunn,7.4
tt4038414,Astraea,English,"Adventure, Drama, Sci-Fi",Kristjan Thor,7.4
tt4373974,Beyond the Bridge,English,"Mystery, Thriller",Daniel P. Schenk,7.4
tt3340000,Wichita,English,"Drama, Thriller, Western",Nicholas Barton,7.3
tt3606756,Gli Incredibili 2,English,"Animation, Action, Adventure",Brad Bird,7.3
tt4238982,Set Me Free: Vol. I,English,"Crime, Drama, Mystery",Kris Smith,7.3
tt4268054,Monsoon,English,"Drama, Romance",Miguel Duran,7.3
tt4329166,The Academy,English,Drama,Daniel Loiewski,7.3
tt0081283,Gente comune,English,Drama,Robert Redford,7.3
tt0082010,Un lupo mannaro americano a Londra,English,"Comedy, Horror",John Landis,7.3
tt0083907,La casa,English,Horror,Sam Raimi,7.3
tt0084805,Tootsie,English,"Comedy, Drama, Romance",Sydney Pollack,7.3
tt0086465,Una poltrona per due,English,Comedy,John Landis,7.3
tt0086960,Beverly Hills Cop - Un piedipiatti a Beverly Hills,English,"Action, Comedy, Crime",Martin Brest,7.3
tt0088846,Brazil,English,"Drama, Sci-Fi",Terry Gilliam,7.3
tt0089767,Il cavaliere pallido,English,"Drama, Western",Clint Eastwood,7.3
tt0091167,Hannah e le sue sorelle,English,"Comedy, Drama",Woody Allen,7.3
tt0093748,Un biglietto in due,English,"Comedy, Drama",John Hughes,7.3
tt4846340,Il diritto di contare,English,"Biography, Drama, History",Theodore Melfi,7.3
tt5221360,Broken Ceiling,English,Drama,Adam Davis,7.3
tt5362988,I segreti di Wind River,English,"Crime, Drama, Mystery",Taylor Sheridan,7.3
tt6281936,Withdrawn,English,Drama,Adrian Murray,7.3
tt6845890,National Theatre Live: Twelfth Night,English,Comedy,Simon Godwin,7.3
tt1454029,The Help,English,Drama,Tate Taylor,7.3
tt1596363,La grande scommessa,English,"Biography, Comedy, Drama",Adam McKay,7.3
tt1646971,Dragon Trainer 2,English,"Animation, Action, Adventure",Dean DeBlois,7.3
tt1772341,Ralph Spaccatutto,English,"Animation, Adventure, Comedy",Rich Moore,7.3
tt7711170,Alone,English,Thriller,John Hyams,7.3
tt0190590,"Fratello, dove sei?",English,"Adventure, Comedy, Crime","Joel Coen, Ethan Coen",7.3
tt0244706,The Passion of Martin,English,Comedy,Alexander Payne,7.3
tt0308644,Neverland - Un sogno per la vita,English,"Biography, Drama, Family",Marc Forster,7.3
tt0316356,Terra di confine - Open Range,English,"Action, Drama, Romance",Kevin Costner,7.3
tt0352248,Cinderella Man - Una ragione per lottare,English,"Biography, Drama, History",Ron Howard,7.3
tt0360717,King Kong,English,"Action, Adventure, Drama",Peter Jackson,7.3
tt0409459,Watchmen,English,"Action, Drama, Mystery",Zack Snyder,7.3
tt0443543,The Illusionist - L'illusionista,English,"Drama, Fantasy, History",Neil Burger,7.3
tt0449059,Little Miss Sunshine,English,"Comedy, Drama","Jonathan Dayton, Valerie Faris",7.3
tt0870111,Frost/Nixon - Il duello,English,"Biography, Drama, History",Ron Howard,7.3
tt0945513,Source Code,English,"Action, Drama, Mystery",Duncan Jones,7.3
tt0970179,Hugo Cabret,English,"Drama, Family, Fantasy",Martin Scorsese,7.3
tt1250777,Kick-Ass,English,"Action, Comedy, Crime",Matthew Vaughn,7.3
tt2063626,Cotton,English,Drama,Marty Madden,7.3
tt2310332,Lo Hobbit - La battaglia delle cinque armate,English,"Adventure, Fantasy",Peter Jackson,7.3
tt0117571,Scream,English,"Horror, Mystery",Wes Craven,7.3
tt0120735,Lock & Stock - Pazzi scatenati,English,"Action, Comedy, Crime",Guy Ritchie,7.3
tt0121766,Star Wars: Episodio III - La vendetta dei Sith,English,"Action, Adventure, Fantasy",George Lucas,7.3
tt0158983,"South Park - Il film: PiÌ? grosso, piÌ? lungo & tutto intero",English,"Animation, Comedy, Fantasy",Trey Parker,7.3
tt0097937,Il mio piede sinistro,English,"Biography, Drama",Jim Sheridan,7.3
tt0099785,"Mamma, ho perso l'aereo",English,"Comedy, Family",Chris Columbus,7.3
tt0108550,Buon compleanno Mr. Grape,English,Drama,Lasse HallstrÌ¦m,7.3
tt0112384,Apollo 13,English,"Adventure, Drama, History",Ron Howard,7.3
tt0097351,L'uomo dei sogni,English,"Drama, Family, Fantasy",Phil Alden Robinson,7.2
tt0098635,"Harry, ti presento Sally...",English,"Comedy, Drama, Romance",Rob Reiner,7.2
tt0099088,Ritorno al futuro - Parte III,English,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,7.2
tt0101410,Barton Fink - Ìö successo a Hollywood,English,"Comedy, Drama, Thriller","Joel Coen, Ethan Coen",7.2
tt0104348,Americani,English,"Crime, Drama, Mystery",James Foley,7.2
tt0104952,Mio cugino Vincenzo,English,"Comedy, Crime",Jonathan Lynn,7.2
tt0105151,I protagonisti,English,"Comedy, Crime, Drama",Robert Altman,7.2
tt0105323,Scent of a Woman - Profumo di donna,English,Drama,Martin Brest,7.2
tt0107206,Nel centro del mirino,English,"Action, Crime, Drama",Wolfgang Petersen,7.2
tt0107808,Un mondo perfetto,English,"Crime, Drama, Thriller",Clint Eastwood,7.2
tt0109506,Il corvo - The Crow,English,"Action, Drama, Fantasy",Alex Proyas,7.2
tt0110932,Quiz Show,English,"Biography, Drama, History",Robert Redford,7.2
tt0398286,Rapunzel: L'intreccio della torre,English,"Animation, Adventure, Comedy","Nathan Greno, Byron Howard",7.2
tt0416449,300,English,"Action, Drama",Zack Snyder,7.2
tt0425210,Slevin - Patto criminale,English,"Crime, Drama, Mystery",Paul McGuigan,7.2
tt0427944,Thank You for Smoking,English,"Comedy, Drama",Jason Reitman,7.2
tt0452623,Gone Baby Gone,English,"Crime, Drama, Mystery",Ben Affleck,7.2
tt4654472,Miles Between Us,English,Drama,Andrew Hunt,7.2
tt4941722,Great Plains,English,Drama,Blair Hayes,7.2
tt5052448,Scappa - Get Out,English,"Horror, Mystery, Thriller",Jordan Peele,7.2
tt5083738,La favorita,English,"Biography, Comedy, Drama",Yorgos Lanthimos,7.2
tt6074834,Delaware Shore,English,Drama,Raghav Peri,7.2
tt6846510,National Theatre Live: Obsession,English,Drama,"Ivo van Hove, Nick Wickham",7.2
tt3263904,Sully,English,"Biography, Drama",Clint Eastwood,7.2
tt3704248,National Theatre Live: King Lear,English,"Drama, History",Sam Mendes,7.2
tt4034228,Manchester by the Sea,English,Drama,Kenneth Lonergan,7.2
tt0082089,Brivido caldo,English,"Crime, Drama, Romance",Lawrence Kasdan,7.2
tt0082340,1997: fuga da New York,English,"Action, Adventure, Sci-Fi",John Carpenter,7.2
tt0082348,Excalibur,English,"Adventure, Drama, Fantasy",John Boorman,7.2
tt0084516,Poltergeist - Demoniache presenze,English,"Horror, Thriller",Tobe Hooper,7.2
tt0085334,Una storia di Natale,English,"Comedy, Family",Bob Clark,7.2
tt0085794,Re per una notte,English,"Comedy, Crime, Drama",Martin Scorsese,7.2
tt0088258,This Is Spinal Tap,English,"Comedy, Music",Rob Reiner,7.2
tt0095631,Prima di mezzanotte,English,"Action, Comedy, Crime",Martin Brest,7.2
tt0096754,The Abyss,English,"Adventure, Drama, Mystery",James Cameron,7.2
tt0180273,Understanding Jane,English,Comedy,Caleb Lindsay,7.2
tt0217869,Unbreakable - Il predestinato,English,"Drama, Mystery, Sci-Fi",M. Night Shyamalan,7.2
tt0241527,Harry Potter e la pietra filosofale,English,"Adventure, Family, Fantasy",Chris Columbus,7.2
tt0268380,L'era glaciale,English,"Animation, Adventure, Comedy","Chris Wedge, Carlos Saldanha",7.2
tt1465522,Tucker and Dale vs Evil,English,"Comedy, Horror",Eli Craig,7.2
tt1742335,The Golden Veil,English,Drama,Terry T. Miller,7.2
tt1836918,Slow Action,English,Sci-Fi,Ben Rivers,7.2
tt0117500,The Rock,English,"Action, Adventure, Thriller",Michael Bay,7.2
tt0120255,Il dolce domani,English,Drama,Atom Egoyan,7.2
tt0120324,Soldi sporchi,English,"Crime, Drama, Thriller",Sam Raimi,7.2
tt10765852,Metallica and San Francisco Symphony S&M2,English,Music,Wayne Isham,7.2
tt1156398,Benvenuti a Zombieland,English,"Adventure, Comedy, Fantasy",Ruben Fleischer,7.2
tt1179933,10 Cloverfield Lane,English,"Action, Drama, Horror",Dan Trachtenberg,7.2
tt1210166,L'arte di vincere,English,"Biography, Drama, Sport",Bennett Miller,7.2
