imdb_title_id,title,language,genre,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2
tt0110912,Pulp Fiction,"English, Spanish, French","Crime, Drama",659972,526960,322054,136532,50439,26127,13869,10197,8749
