genre,AVG(rating.allgenders_45age_avg_vote)
"Drama, Romance",6.096410998214688
"Crime, Drama",6.0839166037644015
Drama,6.049350234687228
"Comedy, Drama, Romance",6.018578285012659
"Comedy, Drama",6.005991586130071
"Comedy, Romance",5.706180224911067
"Drama, Thriller",5.628635013757898
"Action, Crime, Drama",5.617328244493208
Comedy,5.372403482304242
Horror,4.273853610642583
